# relpath	width	height	bytes	sha256
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_badge2.png	47	47	1411	a5656daa1ef8435cc997d6cd66b6c0384c8d3da269019970cc62aac1c70786d6
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_climb1.png	66	92	2097	0b674f4b656d4b0e863707f2e520225144d58cf4cd83a37c7e21fe01f40d06c6
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_climb2.png	66	92	2129	7ab119b26732185d7b7bd434ad00dd67743d9b9709ce025a2133af007b7129ea
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_duck.png	67	72	2101	3fa81b737fdbd890a1d16f41dc378f9403a30c648dae5fb248a4ca63d91dac34
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_hurt.png	67	92	2257	174006bd91da1b30a7e07ca4f42af696cf02f48e5e670b4262b97d6cabca67b1
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_jump.png	66	93	2340	079ef3a408c416a686dca1d251ee4e712d0c91869c3277b53ad8e8b8e88db86f
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_stand.png	66	92	2239	8a24a2d55af7cdb2b5c52fd0388fd02156065ba9e120ffa930f999074b80d2b4
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_swim1.png	69	95	2315	6909f0ba26893f4e3da0831059895f3941017e000beb40aa48f414ca142dcebf
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_swim2.png	70	97	2275	2ada1c6bfb39c0edbfcaf7a12788c86f3a7e48ba2fc91a74eb025f47140cd98c
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_walk1.png	66	93	2267	41b2a7eaa2c54e055b9ea166a399a70280bb5a79ead328672f761e79f2d777b4
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienBlue_walk2.png	67	96	2200	9911c9d40da148422bfc8532981425bc3c290557c6e067a08e6e0b8adb2d95e2
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen.png	66	92	2371	00a8ae9a284568de75199603bf1bdcfb1fa9b1b291e769f70dc4cdcadcc95dc8
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_badge1.png	47	47	1214	aa9c891ac56883d0ea20afbded7a1e12cbc311ececbcf320a76813dc7439e97f
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_badge2.png	47	47	1451	c5aaa637257e6618adb4bfddfc5d12cbe426309762df57b797151418971a9ec0
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_climb1.png	66	92	2121	9587ee583a2d208054c9f5d3199520a2be05055ea075d68e65cbcadafe174ca8
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_climb2.png	66	92	2148	96b1081b5c63a5aca2d221a3be0134955ce21d0ab96780cfce819cc4afed1e03
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_duck.png	69	71	2142	adee734835c5b92839f3f6c9904a3275e24b642f984a31fa7c957dce043bdc79
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_hurt.png	69	92	2366	146d38243489563b7bc40be0eb9f243c3c27ef21204b48a6965b630517945ba2
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_jump.png	67	93	2412	730276265c2e90974b6206448946e253b131f1866de5b1e9e98ea5318dc4c1d0
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_stand.png	66	92	2407	b046f1a980d293b391ac0e01ee5c5fb8a5d40e3da5f4cbad410370a1f2df8c94
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_swim1.png	69	95	2451	4c8c6448ae49bd87c868cf80c16ada2b55e2a6bb2327f29175699bf1732dc50f
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_swim2.png	70	97	2413	d4fe0e016aba5aa8c38a9d5b87b85def92e55831bdd9f402ca903290861dbc29
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_walk1.png	68	93	2425	569591e0b4e62fdecdcb046b9590bb8b5c2fda727e26c290cea4a54e8be1a849
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienGreen_walk2.png	70	96	2378	10a893942176f74c50f147a7806e9197c41f4b2bf15476874f8360d99bfee95a
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink.png	66	92	2397	3e393a27b8bd0cfa0a11d4c0e3e8f54e91407cb89ae096431bbc6f0444dbc3af
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_badge1.png	47	47	1326	141236386d79d5e098cde10188f3eabbc06857cce0ed3112489a07f580b59b97
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_badge2.png	47	47	1530	8bd4115e70e50f684ab58db7cf72f5d47114943c92c23c304b3bec3fdfd52460
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_climb1.png	66	92	2108	625e61750b94ad1f2106abc63dd65b22e999ff31c209ba495b357e930b39c667
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_climb2.png	66	92	2125	a881516277ca4670ccce7d960d6da80bbd7171caad3405a0e2c6cdf019bca002
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_duck.png	69	71	2123	34cf64ff54e8a4312c08271b05692848b26787af93bee1ecf071d9896b3f9b7a
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_hurt.png	69	92	2407	b82562d03090640d0a06ba983485f409442a2f2a51755e43af5a3b6b780677a8
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_jump.png	67	93	2460	76cf56090455ddf706dffc2e25ada634a29f6b3901b4a763af24a9436b35bc58
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_stand.png	66	92	2435	2a40b4573bad7ed9dac6b64132e93c1bbbacbd4d4367c37f2716d63b0aa1e2b6
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_swim1.png	69	95	2527	2bbb66717167d66cc2c2f8910cc8922e2b1a592956752f99a329f5c811b3d52b
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_swim2.png	70	97	2482	0bb7712cd390067465013fae7e92ebd09a79cd8f98d81f11b253275d7d73c2b1
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_walk1.png	68	93	2487	65bf216d28eb8905b23f621a83ef88eebaba06b6244fb564a65571f839c78d9c
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienPink_walk2.png	70	96	2462	95fda170e946573df119da24e6be685f7e84f01a0e836e8761e33cbca8542903
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow.png	66	82	2076	0b82937620782663b6bc9cc695078c3d9ae05129e21757a299ace56f1f3b57eb
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_badge1.png	47	47	1178	484252851f35e1150711f7b5596f9f290634b5bfca1530f53ba0819911b67595
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_badge2.png	47	47	1388	a7698beee2e25417aa3fa07b4c5a7a0caec396f1cedef7d5dbe4c3522d1c9c07
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_climb1.png	66	82	1855	ee620d7e87d822996eeeee1ba4b1c713ac4f66891b87efcb92d6727efb3852d8
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_climb2.png	66	82	1885	ad2519179ba7b73b8a76f88bf4ee0fafa95bbac61f4f0ddfd528c9703c117694
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_duck.png	68	67	1955	44c2718a8f5b7a94c0d1b8cc6335de70888752bab85c905a33e8d728b6cfcbb6
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_hurt.png	69	81	2072	560b90eb4c9bb88092f48dad458ffbde3960e373acaab6afb9f393510f5b1a3a
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_jump.png	67	83	2181	b165d9a589335205aef1d35811af715e14f9273b7e82f563ac30a5cc73cc2b29
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_stand.png	66	82	2104	cec341e0464fe40b30348e75e54a0b407697c033b44616ee68fa3fcdfa936608
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_swim1.png	69	85	2148	c17288330d9ea14184780ad08fdbcc7fb5bfaba19f28745c528931a9a60cc130
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_swim2.png	70	87	2151	19d513a55a685f8ce5db5d52d5159f622ffa4d86f284d2983ec004df36af017e
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_walk1.png	68	83	2141	d26269c0c012a0fa39c1104a6f6eb38b5c39fe2c47f652b74152d53b3f90e760
platformer-art-deluxe/Extra animations and enemies/Alien sprites/alienYellow_walk2.png	70	86	2096	30c8d01201cacc338edeff4a599917c9a514ee2a0ecca83883c5b85b6231c040
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/barnacle.png	51	57	895	995c103d2d57534f7a24dc9cd7b9047cb260cade584ad056f990ac6dd768f8cb
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/barnacle_bite.png	51	58	900	78779d70aa963650b8bb20d8fceef6c31f2cb82e17d3cd607741e116f6ee21a1
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/barnacle_dead.png	51	57	993	ca0d42e36570dc6fb84ed2a05f98d2022b8829f2098ed364fe915e286cff5309
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/barnacle_hit.png	51	57	590	9a930cd0c6c4a39a81faac193ad0d99da45c4490bad9241c528e8e8b52f01a3b
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/bat.png	70	47	1001	adf7e247f9eba7d0015ad4c02018023f947b337d3785219033a2c2bcbffdc454
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/bat_dead.png	70	47	1048	8574ea66eebb0e1b021b7cccbeeb03cbea620be96816a6680ebe468e1ae895c7
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/bat_fly.png	88	37	953	b591c1eeb34f645a3793b299aa30c8a79d5f31bd517035077539061978047423
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/bat_hang.png	38	48	832	537b696c865f105d10946acf26cb24dd311214b375913bbefe6811e33f682978
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/bat_hit.png	70	47	712	3775ce963da42bd36ab621cbb37f12a04d63d3bb13c2a3a8c83de9f6c3351e38
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/bee.png	56	48	1267	b85144ba48ddf71eea8c8864b2d5791d3a1e43b06586d2a52b75cb6cfad019a8
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/bee_dead.png	56	48	1281	2c43cd81717c7f82a7bdd93308657c3002807031872b549ac677585723a69f51
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/bee_fly.png	61	42	1229	31ad43b14581e6cd756f39e0bcad2c2878c421d6241a5eb40155779da248d9e4
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/bee_hit.png	56	48	652	a1ab8fdf543f870ca0230ad8c2e604d67127a5ce4e5ae1a667cede8f9bb71c30
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fishGreen.png	60	45	1082	312e9ec93130d4bdb7a49db0259ab027fa790e20b3521ad55805649b707bed0d
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fishGreen_dead.png	60	45	1126	84fc2d337279e8fd85d19db09e74f8bb7a2ef8d07d1dbf9836fd823c07d5bf98
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fishGreen_hit.png	57	44	574	150c96edfb040b62476f9cd8ed45b33d1c56901d5e7680a716199b0a59e1333f
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fishGreen_swim.png	57	44	1031	bc1df9873a18d2060581d322ffab7212279e8c5064cd14d991eb7628465e7fec
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fishPink.png	60	45	1134	fd929995c5e0995661a37849777472faa95726ff2264d47b743d588bdca21fe4
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fishPink_dead.png	60	45	1168	512fbc14aede1496f3f1b7458e8d870b8ae58c20dbe337f6896f01b10f97386a
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fishPink_hit.png	57	44	574	150c96edfb040b62476f9cd8ed45b33d1c56901d5e7680a716199b0a59e1333f
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fishPink_swim.png	57	44	1076	1024e4410012477f109c93f01219ba2af7abf15df9b70142d6f366c2f2dcb2e0
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fly.png	57	45	1138	101280651e14214bee74e5e9411d394a4d1cb41767c4c5842f05837090b82376
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fly_dead.png	57	45	1168	b7e5a7ad9641be638b3e4d6e0e4118c273f8a2d77f6c6666a010bb60b6c996ec
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fly_fly.png	65	39	1058	478f33e03d6873e557f6759a0509da3d336e9b03d4b429f99eab675ffc871d0a
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/fly_hit.png	57	45	662	ddb9b44a19c4130c8e7ca9804ca2d636d328ad3d2f7d6bfd4e48882a4d7a50f8
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/frog.png	58	39	904	b29ccef6c9787c64e1cf758990b9c154ada3c0d7681af56ee79674c7aa758812
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/frog_dead.png	61	54	1073	48b1f0efde43a3c6955f4b6a105014c745a49970a882ae720b3487684591b898
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/frog_hit.png	61	54	718	5d10cbb43b2f3d70dd947eff5b6fad1a9b008ad3b826de11d9f8e19dddfede12
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/frog_leap.png	61	54	1051	28549b5b05196db06296f67f41e37cff9db5a560895f36c58150e7426e40eda7
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/ghost.png	51	73	815	b96fa3a96fdf96cbed8e63c857ae3b6d35bb32093880ad29c5f02fa54f7db2d7
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/ghost_dead.png	51	73	848	d85d336f46ac278e78260aef240226216c95644d76e4454f0a769db7f24c61ac
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/ghost_hit.png	51	73	602	6d7c356dc97f1a57418670412ac38a35e554729bec29f867b389e418d99bad10
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/ghost_normal.png	51	73	747	ad7bcb33e55e061acef41bbc4982d8cccb7eebf3402f8be03d3400e32d29d420
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/grassBlock.png	71	70	1563	db57b47d8dd02a31ba57b244c65d64eb859c3bcfe0a98978657f88d43af6a517
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/grassBlock_dead.png	71	70	1650	2aa85f90c48a1eb246d0d98c36edc6619c39f025527f47b2b9f4c6d086d59da6
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/grassBlock_hit.png	71	70	412	911178d45fc34cb36b6f7c0e49f4ba93bdb5a26cbe8256f2623c54e39691e145
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/grassBlock_jump.png	71	70	1584	419d908f285bae430b1e99e82c33b9bfebd80b43fab19be7c9aada1552869c47
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/ladyBug.png	58	34	988	777b1d5d2879cacdeb7e51de15faa54e591201bc7523d68316ae6945f31eaddc
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/ladyBug_fly.png	59	42	1163	a23d8e8c1c1505af5ff939b80f8a8fd7f4fd95943d2cd4ef472b5c62f7f8f81d
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/ladyBug_hit.png	58	34	473	5acd8119334cec16e57f9987d92955c279e30f5e4bc05001476996c5a06eb6ee
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/ladyBug_walk.png	61	34	992	ead7b07d938f651502a1bce38cbacb86dadeaf12624816214aa2ff451657adb8
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/mouse.png	59	35	750	b0e3e3990944f6cb609a6321fd77d1fb3799abf4b26ed782f67221a5c7bc079e
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/mouse_dead.png	59	35	791	b7fcd310d3188f7447ea31b2e31233802d6131e61aebf6dccc0cc60e1eb1b9cc
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/mouse_hit.png	59	35	542	470fded62faeb64eb975c86514de1f432d6952050f8679a1355a3b16be05f07b
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/mouse_walk.png	58	35	749	9c223a3e4087135808b6f7b30fbe8ba7b919091f743add43eb480dd350b2b17c
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/piranha.png	45	60	1174	02223ce492e5a828d8e3f583a7540b7c872de0950912f439eaf9c563de641be6
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/piranha_dead.png	45	60	1204	a95f61082348a8853281a3b3982c68e19eb9240c078a5d7c2d0566b224258153
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/piranha_down.png	45	60	1155	dd26196bff1b76d570abbd7de87f093e52bf204cf419beacf9db7563c5901ba4
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/piranha_hit.png	45	60	630	a662f3cf882a9a8d7a933116eb173478a9b1aeb53869314b5a7a4e74d870eac2
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slime.png	49	34	674	08350263e40e7507b1447b87299867b81d42c3b74207bde45fb278373ebff9e8
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeBlock.png	51	50	765	7f82022cdb912fae1f6df47982f93c7eb126e37dab4f77893afec72e8a57eefa
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeBlock_dead.png	51	50	804	a7a2e28fcc4a90f1cd768f7afec3df109731e7f16c0b7fa774c2e133f3b5596f
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeBlock_hit.png	51	50	353	db6960a40183077e3c75d1483021e8ea5812e7f86bc9331032e754e965762f10
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeBlue.png	49	34	664	f0442b19c31b3c9f3266feb64af9edeaa64275e307a1dc445e3d3adc088e3fbe
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeBlue_blue.png	57	30	680	0d4ecae6ca32a549250feb68e1e31d772aca884a92880854d3a8aba1957ab06f
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeBlue_dead.png	49	34	706	d61f41b4d8e5e48b40d996e407ab530f996a4dd19f34e10956244e2fd8f130ce
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeBlue_hit.png	49	34	421	fdaba910ee2e727fd920a8647b4060c1934e76d056447278b40a4c8bb5bfb5b8
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeBlue_squashed.png	57	13	545	c30bb8c601f41d633d27eb71f258e83f780ecbf929b75395cdaef1973df0a318
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeGreen.png	49	34	666	267fe5374c26961c5f40ef4b8d5c911c857f0acd15bdc9f70995fdaccff5aa1d
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeGreen_dead.png	49	34	710	7cf4bda15d6bae4e69d98ac60ecf5571e4cb2c5a62738f56479ad4ee51ce9113
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeGreen_hit.png	49	34	421	fdaba910ee2e727fd920a8647b4060c1934e76d056447278b40a4c8bb5bfb5b8
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeGreen_squashed.png	57	13	546	373165d416899c9edcf1eb5c446cb748652f53f73c6b9889de37cbec94c43291
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slimeGreen_walk.png	57	30	694	2df1eff15c9d6a19563b967456ba39bcb8abb5a6a97d4f361ad026aba23abb8d
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slime_dead.png	49	34	712	83ec0b5a3d66f3c10fc0bc4f29650d9e1d3fe042731a227e0ccf2f4823270b0e
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slime_hit.png	49	34	421	fdaba910ee2e727fd920a8647b4060c1934e76d056447278b40a4c8bb5bfb5b8
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slime_squashed.png	57	13	550	eec68e5472abf1bf6f97dc63b932d20a635ef7c4b31446d771ae1402ebde76d7
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/slime_walk.png	57	30	690	489b3a2fee32c748dad3aa53accaaf682ebe50addba954cca45f8f0383378c4f
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snail.png	55	40	1162	c1b8594b091a7af1814b50efc99bf70d03cd78bd1eda97e111d94a3b2a04e45f
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snail_hit.png	55	40	487	b52048aa1c6bd59a5ef471ec07ced1585b867869b47ef391723694e97369b0a4
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snail_shell.png	43	35	842	2c713f6ef1c475187834e44ead45b1312d78ae6bb3efc04bf3a804991764e919
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snail_walk.png	60	40	1182	ea33876e2707cbb9c70382bb5a132a3300e60382dd42894c4376efd858f06b1f
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snake.png	63	23	697	441d2a617b69a8895f5656a5f8339686a8daf8a61773637fbe50fb96b3aa678a
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snakeLava.png	53	147	1394	d5049708d7c29dc997024eeb3d78de42315326de08f53f50fbaf202c9bfd8b21
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snakeLava_ani.png	52	147	1395	bdab158ae6ad2af71609471573ba0eef389ae6652d254e660840deb4abf3ff61
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snakeLava_dead.png	53	147	1424	1fa770686912f9854aeb8cff81c539afa55f202ce7b6812408e93a9b9b4687c6
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snakeLava_hit.png	53	147	841	8ebe507d34db483b56c02490d72d8709a9ff3f83ccbc280587991497023b991f
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snakeSlime.png	53	147	1374	766d45e8317c1b7e35774154851d496d4042c9353f105d91a990dfa7a6b3bea0
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snakeSlime_ani.png	52	147	1355	48292a0342b7ab2218304efa1f455d156bed6489d2d075e8e4e0aeb78ff8a0b8
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snakeSlime_dead.png	53	147	1403	cc4c6c9f8a1d0835c23e35e7f0d83df5fbccb5058aa5060003553e636e538614
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snakeSlime_hit.png	53	147	841	8ebe507d34db483b56c02490d72d8709a9ff3f83ccbc280587991497023b991f
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snake_dead.png	63	23	727	2f3c58d9a50f62cc920daa087e3a4b81330db508e8d25811ff7c69f44a0b68e4
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snake_hit.png	63	23	471	afb9a2c1dacd2919361e653eeea524705f7afb6c17b5286c6ad7764a603d8303
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/snake_walk.png	63	23	713	5d43f1913bd5b8ae5b2c33b7b95261959b641d91da682ead1588d59665fa9a70
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/spider.png	71	45	1285	2d0068906c181fb65665f4efecc7b7bec3a64e901a8fb68d7a94776d933d91b6
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/spider_dead.png	69	51	1464	be1692bacb308bd797688549014e85747fab4c3e2f62b3ace60ede34b556a445
platformer-art-deluxe/Extra animations and enemies/Enemy sprites/spider_hit.png	71	45	893	f172c526087273c5c311db3074db555190e36140d2c39d20465c40179b723f19
